dataset/algo,abalone,anneal,arrhythmia,audiology,autos,balance-scale,baseball,braziltourism,breast-cancer,breast-w,bridges_version1,bridges_version2,car,cmc,colic,colic.ORIG,credit-a,credit-g,cylinder-bands,dermatology,diabetes,ecoli,glass,haberman,hayes-roth_test,hayes-roth_train,heart-c,heart-h,heart-statlog,hepatitis,hypothyroid,ionosphere,iris,kr-vs-kp,kropt,labor,letter,liver-disorders,lung-cancer,lymph,molecular-biology_promoters,monks-problems-1_test,monks-problems-1_train,monks-problems-2_test,monks-problems-2_train,monks-problems-3_test,monks-problems-3_train,mushroom,nursery,optdigits,page-blocks,pendigits,postoperative-patient-data,primary-tumor,satimage,segment,shuttle-landing-control,sick,solar-flare_1,solar-flare_2,sonar,soybean,spambase,spectf_test,spectf_train,spect_test,spect_train,splice,tae,tic-tac-toe,vehicle,vote,vowel,waveform-5000,yeast,zoo
Bagging-I-50..75-RBFNetwork,0.233179,0.96783,0.637611,0.763275,0.704878,0.9056,0.933862,0.76335,0.722777,0.961373,0.652814,0.664286,0.92542,0.528852,0.812772,0.791101,0.802277,0.748111,0.727778,0.967213,0.760216,0.853836,0.719985,0.748366,0.522727,0.772727,0.829483,0.831973,0.841667,0.867097,0.956734,0.91396,0.96,0.886838,0.422239,0.888889,0.668059,0.671176,0.540179,0.819595,0.647799,0.465608,0.491936,0.671296,0.621302,0.528241,0.57377,0.984468,0.941427,0.942052,0.955334,0.955604,0.66508,0.432448,0.848633,0.888806,0.54,0.965311,0.393189,0.383677,0.793639,0.90044,0.823574,0.795539,0.591667,0.919786,0.7375,0.955721,0.589404,0.710276,0.677896,0.947126,0.89798,0.854125,0.596361,0.927993
Bagging-I-50..75-REPTree,0.26457,0.978322,0.69764,0.741396,0.593791,0.850667,0.906716,0.774051,0.700699,0.955447,0.419048,0.419048,0.895255,0.548065,0.843168,0.669837,0.856844,0.749833,0.608436,0.915756,0.761176,0.825595,0.71215,0.744631,0.65,0.808081,0.831983,0.806122,0.822963,0.81106,0.993107,0.91396,0.954445,0.989753,0.547463,0.822055,0.892625,0.709179,0.483456,0.77196,0.493711,0.885522,0.75,0.670139,0.596019,0.997685,0.934426,0.999754,0.955929,0.938861,0.968824,0.976562,0.711111,0.432645,0.887558,0.964675,0.583333,0.983722,0.738509,0.754013,0.753739,0.831137,0.930353,0.802148,0.775,0.919786,0.733333,0.525705,0.574267,0.924582,0.724232,0.95546,0.726599,0.830717,0.608715,0.420085
Bagging-I-50..75-Ridor,0.264305,0.979725,0.725295,0.740413,0.75122,0.8822,0.93306,0.768204,0.734266,0.964711,0.608163,0.582418,0.955208,0.560469,0.851562,0.806046,0.861957,0.72875,0.767361,0.961066,0.76224,0.854167,0.738318,0.741076,0.626623,0.79329,0.849175,0.809524,0.838624,0.816129,0.993293,0.916311,0.957778,0.914518,0.517394,0.875,0.668059,0.722567,0.482639,0.831081,0.876011,0.75,0.724014,0.671296,0.620316,0.972222,0.889345,1,0.959115,0.971607,0.973177,0.986055,0.711111,0.461652,0.898877,0.972511,0.533333,0.983587,0.720588,0.743668,0.793269,0.922218,0.938627,0.815985,0.775,0.914438,0.742188,0.953971,0.561258,0.959812,0.742553,0.953139,0.870909,0.843815,0.602651,0.894802
Bagging-I-50..75-SimpleLogistic,0.272096,0.988245,0.735398,0.824905,0.738753,0.864492,0.914997,0.774272,0.728671,0.965951,0.690476,0.660317,0.928704,0.51205,0.839674,0.826902,0.86409,0.754917,0.712037,0.972905,0.773177,0.878472,0.651232,0.745098,0.580358,0.564394,0.839109,0.839874,0.840171,0.84868,0.969203,0.888685,0.958889,0.966655,0.422239,0.894737,0.668059,0.697971,0.536458,0.847973,0.922863,0.75,0.75,0.660237,0.553677,1,0.934426,0.951816,0.926142,0.974804,0.964416,0.954553,0.655556,0.490129,0.859513,0.948685,0.586667,0.967701,0.731424,0.756634,0.785096,0.932894,0.927363,0.823792,0.780769,0.916221,0.739063,0.766595,0.551325,0.981942,0.771699,0.961627,0.822811,0.869013,0.588897,0.929043
Bagging-I-50..75-SMO,0.246315,0.97042,0.708241,0.728429,0.712805,0.8718,0.935373,0.778641,0.704795,0.967453,0.65641,0.645714,0.933738,0.487255,0.832201,0.772871,0.857971,0.754333,0.794445,0.969035,0.777018,0.814626,0.528037,0.730065,0.53125,0.554714,0.843235,0.836281,0.84321,0.850807,0.935777,0.884378,0.96,0.952378,0.422239,0.870813,0.668059,0.582126,0.395833,0.846622,0.917997,0.75,0.797379,0.671296,0.581197,0.976852,0.934426,1,0.931312,0.984935,0.929489,0.977453,0.6875,0.48029,0.864179,0.92031,0.460606,0.938715,0.732817,0.755159,0.796875,0.92411,0.904151,0.795911,0.785227,0.9193,0.723438,0.766595,0.543046,0.983299,0.72892,0.958621,0.627273,0.866225,0.550539,0.908911
Bagging-I-50..75-VFI,0.169845,0.796691,0.551906,0.58573,0.606272,0.6656,0.79209,0.550624,0.679936,0.964075,0.510053,0.519481,0.818452,0.455058,0.805707,0.661685,0.84116,0.721125,0.732407,0.932439,0.663737,0.796875,0.62192,0.598584,0.612245,0.646694,0.810231,0.82568,0.803241,0.861649,0.974284,0.924145,0.958095,0.881518,0.181526,0.906433,0.619075,0.568339,0.483173,0.791506,0.671159,0.75,0.761521,0.485648,0.473373,0.972222,0.934426,0.999111,0.756821,0.833531,0.902897,0.789301,0.601852,0.392003,0.725246,0.778434,0.6,0.763123,0.619539,0.690901,0.629808,0.865167,0.788755,0.778604,0.786458,0.932264,0.69,0.886346,0.54683,0.663585,0.537694,0.93399,0.607254,0.603982,0.538185,0.860561
Bagging-I-50..75-ZeroR,0.164951,0.761693,0.542035,0.252212,0.326829,0.461689,0.906716,0.771845,0.702797,0.655222,0.419048,0.419048,0.700231,0.42702,0.630435,0.663043,0.555072,0.7,0.577778,0.306011,0.651042,0.425595,0.35514,0.735294,0.492063,0.387052,0.544554,0.639456,0.555556,0.793548,0.922853,0.641026,0.333333,0.522215,0.162283,0.649123,0.040605,0.57971,0.390625,0.547297,0.497517,0.50135,0.501792,0.671296,0.621302,0.527778,0.506707,0.517971,0.333333,0.101637,0.89768,0.104094,0.711111,0.247788,0.238103,0.142857,0.6,0.938759,0.272446,0.310507,0.533654,0.133236,0.605955,0.795539,0.5,0.919786,0.5,0.518809,0.334805,0.653445,0.257289,0.613793,0.090909,0.3384,0.311995,0.405941
Bagging-I-75..100-ConjunctiveRule,0.219194,0.833617,0.542205,0.464602,0.466202,0.809422,0.906716,0.771845,0.703186,0.944778,0.538096,0.571429,0.700231,0.42702,0.812047,0.802838,0.855072,0.7,0.673843,0.503573,0.735966,0.645833,0.58236,0.735294,0.62013,0.547521,0.826183,0.802721,0.808642,0.793548,0.967391,0.834046,0.936,0.660513,0.222159,0.778509,0.119644,0.605314,0.482143,0.75473,0.87938,0.75,0.733871,0.671296,0.621302,0.934414,0.889717,0.886755,0.6625,0.234104,0.931299,0.205932,0.711111,0.271755,0.444622,0.567722,0.6,0.979351,0.674923,0.534709,0.742188,0.26273,0.820017,0.795539,0.752778,0.919786,0.704167,0.638485,0.490066,0.674061,0.49542,0.956322,0.329293,0.607675,0.40712,0.620462
Bagging-I-75..100-DecisionStump,0.218578,0.835594,0.54941,0.464602,0.460976,0.744291,0.906716,0.770631,0.738345,0.940987,0.570068,0.571429,0.700231,0.42999,0.815217,0.803607,0.855072,0.7,0.69537,0.504684,0.731192,0.645833,0.466622,0.735294,0.633333,0.565268,0.784745,0.79932,0.778704,0.809677,0.953014,0.832786,0.875714,0.660513,0.222427,0.842105,0.105844,0.627053,0.494792,0.752457,0.871698,0.75,0.733871,0.671296,0.613412,0.913484,0.888226,0.886755,0.6625,0.224454,0.931299,0.204876,0.701481,0.289676,0.438764,0.566991,0.625,0.965536,0.674923,0.534709,0.736779,0.285651,0.788256,0.795539,0.748611,0.919786,0.716667,0.636552,0.496087,0.699374,0.406767,0.956322,0.28254,0.5868,0.406941,0.612211
Bagging-I-75..100-DecisionTable,0.259649,0.988493,0.654465,0.753687,0.796423,0.86336,0.906865,0.771036,0.70338,0.956009,0.505952,0.47483,0.91252,0.512288,0.85462,0.803804,0.858092,0.7075,0.652116,0.91974,0.753255,0.824735,0.689465,0.744009,0.616072,0.672727,0.817822,0.793754,0.83165,0.819941,0.993284,0.910867,0.945455,0.974447,0.540366,0.863548,0.792706,0.616722,0.5,0.797297,0.890835,1,0.975806,0.671296,0.615385,0.994709,0.933681,1,0.94591,0.913523,0.964423,0.896808,0.690476,0.364798,0.865181,0.96544,0.586667,0.976074,0.72322,0.743277,0.769712,0.899268,0.930305,0.796654,0.795833,0.919786,0.721429,0.701811,0.513907,0.720251,0.698689,0.953001,0.903479,0.804311,0.583847,0.90297
Bagging-I-75..100-HyperPipes,0.131338,0.954924,0.584347,0.63033,0.654471,0.496,0.930514,0.76699,0.674825,0.964455,0.605556,0.569524,0.700231,0.425785,0.709918,0.709541,0.566486,0.7008,0.781481,0.965261,0.693142,0.811012,0.540304,0.726035,0.599207,0.563131,0.708671,0.715646,0.704938,0.840553,0.940274,0.367003,0.935833,0.546476,0.099658,0.9198,0.350143,0.545373,0.520221,0.731231,0.579245,0.75,0.732719,0.671296,0.621959,0.488889,0.588525,0.997661,0.628858,0.762515,0.935844,0.500427,0.686667,0.300557,0.62811,0.825271,0.577778,0.938671,0.688714,0.697936,0.714744,0.886091,0.77827,0.800909,0.702778,0.925134,0.672115,0.894827,0.483444,0.346555,0.394799,0.682353,0.435758,0.621627,0.433,0.929868
Bagging-I-75..100-IB1,0.214652,0.985078,0.563606,0.754867,0.764025,0.864133,0.924544,0.707767,0.729816,0.970672,0.644898,0.657143,0.938207,0.45183,0.827446,0.656794,0.837235,0.728714,0.737269,0.953005,0.719401,0.825298,0.698598,0.702614,0.467532,0.722222,0.777778,0.797862,0.768518,0.819355,0.92561,0.857906,0.96,0.957395,0.695234,0.866228,0.96178,0.628261,0.423077,0.833784,0.842265,0.95216,0.790323,0.564558,0.560815,0.9875,0.836976,1,0.976762,0.987189,0.963845,0.993632,0.659259,0.393068,0.910126,0.968355,0.6,0.961342,0.697755,0.723994,0.864316,0.915227,0.920694,0.739033,0.74,0.890077,0.665,0.795041,0.605057,0.985196,0.708942,0.929311,0.985016,0.763044,0.552561,0.950495
Bagging-I-75..100-IBk,0.210917,0.986637,0.565819,0.756005,0.750174,0.857943,0.92413,0.719256,0.723388,0.960261,0.649351,0.638095,0.945139,0.460692,0.822134,0.654438,0.854677,0.735,0.738657,0.949063,0.715104,0.823323,0.708203,0.686742,0.446428,0.709596,0.791608,0.797052,0.772963,0.817204,0.926004,0.857265,0.958,0.970797,0.716063,0.891813,0.962762,0.627329,0.413194,0.826013,0.852426,0.99537,0.780645,0.5625,0.552832,0.989815,0.837705,1,0.979604,0.986536,0.963137,0.993706,0.637778,0.401426,0.908541,0.966619,0.6,0.961267,0.689783,0.733349,0.854567,0.917521,0.91951,0.731598,0.722115,0.89082,0.676923,0.7904,0.618837,0.986662,0.707329,0.925415,0.983712,0.755891,0.571279,0.94967
Bagging-I-75..100-J48,0.24698,0.984117,0.744248,0.759292,0.762439,0.851333,0.935821,0.765603,0.751748,0.960658,0.67013,0.639048,0.926772,0.540846,0.856172,0.663043,0.865217,0.751857,0.578272,0.957309,0.757292,0.856399,0.737851,0.736656,0.678572,0.811295,0.806224,0.798895,0.824938,0.825806,0.995204,0.928775,0.948667,0.993805,0.584292,0.846004,0.931129,0.723551,0.578125,0.813063,0.901372,0.907022,0.767281,0.669312,0.598999,0.988182,0.923497,0.999918,0.964282,0.960498,0.973846,0.982149,0.708642,0.431662,0.907368,0.970649,0.6,0.984889,0.718708,0.746925,0.783974,0.925817,0.939846,0.814591,0.810714,0.919786,0.721429,0.941745,0.610927,0.904228,0.751477,0.960153,0.898439,0.838914,0.61785,0.927393
Bagging-I-75..100-JRip,0.261432,0.976893,0.738087,0.74705,0.797561,0.882585,0.93694,0.770024,0.742258,0.966705,0.646825,0.645238,0.875796,0.542739,0.855375,0.83288,0.85942,0.726889,0.740572,0.935792,0.763889,0.850198,0.704439,0.740604,0.67602,0.816919,0.845251,0.808066,0.839095,0.82043,0.992807,0.916972,0.955833,0.990863,0.422239,0.868421,0.668059,0.70628,0.48125,0.807808,0.898922,1,0.965054,0.671296,0.609467,0.97963,0.934426,0.999846,0.954475,0.968292,0.972547,0.979258,0.711111,0.421293,0.892348,0.972655,0.563636,0.982662,0.739375,0.745153,0.763736,0.906784,0.934398,0.817844,0.78125,0.910873,0.732812,0.951149,0.561968,0.983299,0.746508,0.958046,0.843055,0.8516,0.605009,0.879774
Bagging-I-75..100-LMT,0.26622,0.989168,0.736947,0.813274,0.761951,0.9141,0.914997,0.768447,0.722028,0.963975,0.693877,0.665934,0.976851,0.53237,0.846196,0.826902,0.863768,0.759714,0.743915,0.97541,0.765408,0.87527,0.71028,0.742157,0.601191,0.796717,0.832391,0.834609,0.840212,0.850323,0.994288,0.929552,0.956363,0.994107,0.422239,0.890838,0.668059,0.731401,0.553125,0.861487,0.923077,0.983796,0.767137,0.644805,0.608622,0.998148,0.934426,0.999549,0.964159,0.973843,0.974493,0.990402,0.632323,0.483039,0.891446,0.974892,0.583333,0.987994,0.721838,0.755576,0.787722,0.935578,0.87828,0.826872,0.786111,0.910428,0.73,0.766595,0.590875,0.98095,0.829262,0.961379,0.90404,0.868771,0.604279,0.923762
Bagging-I-75..100-Logistic,0.233179,0.990057,0.630531,0.790069,0.774797,0.892,0.912189,0.773544,0.686189,0.965844,0.62449,0.653061,0.933912,0.509278,0.817331,0.763093,0.852899,0.754,0.795767,0.968807,0.772656,0.872565,0.648949,0.744504,0.56746,0.560606,0.836964,0.833333,0.837037,0.848387,0.9731,0.88604,0.948205,0.975595,0.422239,0.929825,0.773475,0.687992,0.515625,0.842342,0.898847,0.75,0.725806,0.659336,0.544379,1,0.920082,0.999938,0.92518,0.966939,0.96597,0.956605,0.642222,0.433784,0.861804,0.960359,0.577778,0.967855,0.725232,0.746717,0.782452,0.931813,0.92882,0.805039,0.73125,0.896613,0.641071,0.766595,0.554485,0.982255,0.804965,0.958621,0.850649,0.865578,0.587724,0.859406
Bagging-I-75..100-LWL,0.225521,0.948971,0.555913,0.536283,0.614634,0.779911,0.921216,0.769175,0.746154,0.946829,0.685714,0.654286,0.700231,0.496143,0.815217,0.828465,0.855072,0.700375,0.697917,0.901639,0.738095,0.650298,0.599689,0.739924,0.515873,0.738636,0.807638,0.801587,0.807407,0.81129,0.953101,0.83392,0.946667,0.816959,0.262774,0.882206,0.668059,0.65718,0.553571,0.774775,0.867924,0.75,0.739247,0.671296,0.60989,0.972222,0.934426,0.972551,0.87927,0.77371,0.931299,0.683315,0.709524,0.413635,0.753966,0.847764,0.627778,0.965536,0.720975,0.709662,0.775412,0.59102,0.87828,0.795539,0.8075,0.919786,0.685,0.86442,0.548841,0.703549,0.543867,0.956322,0.484848,0.6373,0.408968,0.872387
Bagging-I-75..100-MultilayerPerceptron,0.274264,0.989699,0.625451,0.789622,0.749477,0.9281,0.914997,0.753506,0.711788,0.965188,0.697619,0.690476,0.989005,0.544952,0.848128,0.719432,0.862609,0.766375,0.69366,0.97031,0.769676,0.87252,0.695743,0.716049,0.510715,0.751515,0.839784,0.829932,0.834568,0.846452,0.947281,0.892959,0.958889,0.992491,0.422239,0.894737,0.668059,0.71942,0.455357,0.835586,0.774055,1,0.953226,1,0.998028,1,0.921311,0.951816,0.999367,0.981317,0.965979,0.950123,0.615556,0.464438,0.90731,0.96633,0.56,0.975292,0.706398,0.740267,0.823718,0.938925,0.928711,0.811471,0.7625,0.889993,0.69375,0.766595,0.607064,0.979384,0.844563,0.958621,0.933922,0.8636,0.606613,0.949257
Bagging-I-75..100-NaiveBayes,0.240214,0.884768,0.648833,0.648673,0.59187,0.903733,0.839552,0.740985,0.72937,0.959943,0.655952,0.659524,0.847396,0.502764,0.783385,0.671196,0.783575,0.752615,0.71605,0.968306,0.766098,0.868453,0.51947,0.754902,0.560715,0.715488,0.831083,0.832847,0.837037,0.834678,0.954787,0.823362,0.954286,0.878688,0.359,0.921053,0.642968,0.56087,0.526786,0.834234,0.909545,0.75,0.771505,0.668981,0.562478,0.972222,0.934426,0.950009,0.902624,0.913386,0.913078,0.857026,0.691111,0.494264,0.795801,0.804546,0.637037,0.928579,0.66192,0.743646,0.694368,0.911107,0.799174,0.729864,0.769643,0.856506,0.721429,0.953631,0.538079,0.69543,0.461978,0.898238,0.661504,0.80005,0.578083,0.94802
Bagging-I-75..100-NaiveBayesUpdateable,0.240604,0.880634,0.65649,0.653603,0.589594,0.903467,0.839281,0.746079,0.727772,0.959943,0.658333,0.66455,0.851128,0.503236,0.786005,0.672554,0.78285,0.752111,0.720602,0.968427,0.766602,0.865774,0.51729,0.756387,0.565934,0.728788,0.831316,0.838246,0.840741,0.842815,0.954401,0.820513,0.954872,0.880371,0.359136,0.901755,0.642643,0.559904,0.526786,0.834459,0.913207,0.75,0.767205,0.668518,0.563744,0.972222,0.934426,0.949557,0.902337,0.913381,0.91522,0.856787,0.69,0.493468,0.79589,0.80487,0.646667,0.928841,0.65849,0.742675,0.696154,0.909956,0.797798,0.726623,0.78125,0.850267,0.720833,0.953919,0.539367,0.696242,0.45792,0.898674,0.654041,0.799967,0.577677,0.943894
Bagging-I-75..100-NBTree,0.254728,0.98144,0.625451,0.692478,0.798537,0.857733,0.935534,0.769417,0.737374,0.972977,0.678788,0.661905,0.942082,0.531161,0.840127,0.713859,0.87523,0.763,0.774074,0.980874,0.761068,0.860119,0.772586,0.74183,0.559524,0.697475,0.833883,0.838281,0.834568,0.863441,0.995994,0.925293,0.948889,0.990012,0.422239,0.912281,0.668059,0.70058,0.526786,0.866892,0.908805,1,0.886424,0.662037,0.614892,0.990079,0.934426,1,0.972392,0.774011,0.974191,0.807359,0.690476,0.469395,0.832251,0.982993,0.648485,0.983443,0.740454,0.748593,0.865385,0.933951,0.949793,0.816605,0.80625,0.885324,0.720833,0.954441,0.550773,0.922234,0.751773,0.957994,0.963177,0.855771,0.594495,0.945214
Bagging-I-75..100-NNge,0.25179,0.992306,0.630285,0.742558,0.768293,0.881778,0.931717,0.754369,0.708392,0.966483,0.480272,0.442857,0.952474,0.524949,0.835598,0.712228,0.861836,0.751571,0.729012,0.961997,0.759983,0.871429,0.694393,0.709744,0.571429,0.769481,0.838284,0.808843,0.851234,0.840323,0.984535,0.927635,0.96,0.985482,0.62165,0.894737,0.944267,0.708406,0.50625,0.803491,0.666274,1,0.876344,0.512442,0.573964,1,0.934426,0.999951,0.97662,0.963968,0.968893,0.983784,0.646465,0.44174,0.890319,0.968198,0.566667,0.972395,0.711455,0.728381,0.73283,0.923572,0.939644,0.795539,0.76875,0.932773,0.721429,0.526136,0.640315,0.916754,0.691489,0.958046,0.960101,0.849933,0.610662,0.950495
Bagging-I-75..100-OneR,0.262846,0.836303,0.548396,0.464602,0.551829,0.7024,0.906716,0.771359,0.696241,0.936481,0.152381,0.152381,0.700231,0.473184,0.815217,0.667572,0.855072,0.698667,0.463757,0.506831,0.732259,0.659361,0.598443,0.732026,0.540816,0.659091,0.793317,0.793084,0.791482,0.832258,0.965232,0.871795,0.944849,0.689111,0.247968,0.830941,0.187659,0.603092,0.477273,0.746621,0.5,0.75,0.733871,0.671296,0.576923,0.805556,0.778689,0.985229,0.709722,0.350218,0.935867,0.419411,0.705555,0.266848,0.602158,0.692877,0.688889,0.963846,0.602286,0.614447,0.71875,0.413417,0.790589,0.795008,0.755556,0.919786,0.7,0.242006,0.509934,0.699374,0.524063,0.956322,0.392929,0.573467,0.410763,0.415842
Bagging-I-75..100-PART,0.258559,0.984313,0.75531,0.778761,0.770035,0.899378,0.932409,0.771086,0.733489,0.962327,0.662585,0.639047,0.95706,0.540771,0.857677,0.663043,0.873188,0.759,0.589947,0.966667,0.761719,0.866815,0.74007,0.734931,0.662088,0.797348,0.841584,0.818311,0.83545,0.837419,0.995935,0.935185,0.948889,0.992491,0.422239,0.811403,0.92595,0.732246,0.590625,0.852146,0.908176,1,0.892473,0.73287,0.631657,1,0.931967,1,0.995536,0.969439,0.974724,0.987609,0.674074,0.446534,0.912014,0.971586,0.591667,0.986523,0.73409,0.746404,0.782452,0.927233,0.952764,0.815719,0.815,0.905389,0.767857,0.937095,0.602649,0.960781,0.737884,0.95954,0.89324,0.85065,0.624775,0.924392
Bagging-I-75..100-RandomForest,0.233179,0.991759,0.647677,0.776549,0.82439,0.871467,0.914997,0.75863,0.716084,0.966278,0.543723,0.557143,0.94728,0.529786,0.857143,0.668025,0.869008,0.764071,0.687037,0.9637,0.755534,0.869047,0.755452,0.707642,0.692857,0.800505,0.83315,0.821583,0.824074,0.845968,0.99261,0.933998,0.957222,0.990589,0.422239,0.878788,0.668059,0.732608,0.4375,0.834942,0.926297,0.996914,0.890121,0.55144,0.55503,1,0.933255,1,0.978009,0.981574,0.974968,0.989778,0.676068,0.445796,0.911483,0.974513,0.6,0.98131,0.718266,0.732645,0.820913,0.925696,0.951191,0.814126,0.8025,0.92246,0.7275,0.766595,0.657837,0.952447,0.748227,0.964942,0.976845,0.856057,0.62356,0.923762
Bagging-I-75..100-RandomTree,0.245822,0.99338,0.587168,0.794801,0.810732,0.858133,0.933507,0.757889,0.732415,0.970998,0.632738,0.616667,0.90625,0.524727,0.836957,0.682669,0.863124,0.740417,0.792328,0.969262,0.753906,0.870323,0.787967,0.716993,0.619048,0.795455,0.831683,0.8188,0.820202,0.839631,0.976236,0.921653,0.945185,0.978932,0.422239,0.859649,0.94204,0.740691,0.40625,0.85473,0.814016,0.986883,0.83871,0.589286,0.573964,0.996759,0.89959,1,0.97252,0.973443,0.972044,0.987646,0.669445,0.446232,0.906255,0.969697,0.592593,0.97091,0.719814,0.737232,0.833916,0.927086,0.952678,0.799257,0.769444,0.929412,0.697917,0.720376,0.643588,0.888701,0.744681,0.952184,0.972854,0.83385,0.618396,0.955996
Bagging-I-75..100-RBFNetwork,0.233179,0.968263,0.645386,0.733407,0.696036,0.905867,0.933862,0.761833,0.720598,0.961946,0.644217,0.662857,0.928819,0.535415,0.815489,0.79212,0.800906,0.7504,0.727315,0.969945,0.760417,0.852891,0.715378,0.746187,0.515873,0.779762,0.835219,0.832653,0.839815,0.869355,0.956681,0.915344,0.96,0.8847,0.422239,0.906433,0.668059,0.661353,0.53125,0.818533,0.680503,0.453961,0.500896,0.671296,0.621302,0.52855,0.534608,0.98582,0.941968,0.943713,0.95558,0.955929,0.666667,0.436578,0.849362,0.889178,0.566667,0.965767,0.38554,0.382739,0.795673,0.8653,0.8242,0.795539,0.590278,0.919786,0.71625,0.95597,0.568874,0.710276,0.685579,0.947126,0.922222,0.8542,0.530944,0.931793
Bagging-I-75..100-REPTree,0.261272,0.975032,0.697693,0.695955,0.619512,0.853867,0.906716,0.773579,0.694805,0.95749,0.419048,0.419048,0.900077,0.55017,0.84375,0.670031,0.857079,0.7414,0.60537,0.919228,0.764044,0.837392,0.709346,0.738344,0.628571,0.841991,0.833206,0.797052,0.825185,0.816129,0.993549,0.912251,0.951667,0.988657,0.563813,0.820175,0.896137,0.715678,0.496094,0.775901,0.490117,0.922454,0.740591,0.670833,0.607777,0.994502,0.934426,0.999226,0.956382,0.939858,0.970872,0.973383,0.711111,0.435841,0.8961,0.95504,0.6,0.982957,0.739938,0.753551,0.760417,0.796303,0.933827,0.802355,0.785,0.919786,0.717708,0.525352,0.557763,0.880689,0.727935,0.956322,0.739853,0.83305,0.610091,0.420793
Bagging-I-75..100-Ridor,0.26622,0.978187,0.732301,0.747156,0.75935,0.8816,0.932214,0.770132,0.737263,0.963519,0.638095,0.582313,0.960069,0.559402,0.851087,0.808547,0.863147,0.72825,0.76749,0.961293,0.76237,0.849702,0.742566,0.745098,0.611111,0.820076,0.843235,0.81001,0.837778,0.817921,0.992918,0.912314,0.954074,0.914938,0.523168,0.869396,0.668059,0.717184,0.543269,0.827327,0.879874,0.75,0.72235,0.671296,0.619329,0.972608,0.930913,0.999979,0.964056,0.970925,0.972877,0.984716,0.711111,0.460832,0.904106,0.972968,0.523809,0.984623,0.71775,0.736515,0.778159,0.913617,0.935971,0.805762,0.7875,0.919786,0.73125,0.954389,0.576159,0.992544,0.742639,0.952491,0.870086,0.843908,0.608715,0.879208
Bagging-I-75..100-SimpleLogistic,0.271791,0.986637,0.745575,0.826549,0.753171,0.862578,0.914997,0.775351,0.722028,0.965308,0.692262,0.660318,0.93206,0.512127,0.836462,0.822283,0.864946,0.75525,0.712963,0.97459,0.773438,0.87748,0.656876,0.742647,0.564286,0.554924,0.836398,0.844898,0.840741,0.852689,0.969327,0.888482,0.958333,0.964174,0.422239,0.892544,0.668059,0.696619,0.555556,0.85,0.919287,0.75,0.719758,0.667438,0.560158,0.997428,0.934426,0.951816,0.926466,0.974288,0.964517,0.954526,0.6375,0.482793,0.859487,0.948957,0.577778,0.967557,0.734984,0.756848,0.779283,0.935432,0.928276,0.817844,0.7825,0.919786,0.748611,0.766595,0.55298,0.980863,0.774739,0.960632,0.82514,0.8688,0.589219,0.925742
Bagging-I-75..100-SMO,0.245152,0.969377,0.692754,0.699668,0.692683,0.86992,0.935075,0.778006,0.707459,0.968049,0.657143,0.652015,0.933945,0.48907,0.834013,0.774457,0.854891,0.751125,0.795679,0.968774,0.773926,0.804563,0.538785,0.735294,0.542208,0.549874,0.839934,0.838095,0.840278,0.8522,0.934341,0.881292,0.961111,0.952566,0.422239,0.877193,0.668059,0.582899,0.434659,0.842342,0.922506,0.75,0.801411,0.671296,0.569231,0.988426,0.934426,1,0.930993,0.98484,0.927157,0.975892,0.696296,0.476991,0.864308,0.91671,0.476191,0.938759,0.736842,0.75727,0.791466,0.925208,0.904245,0.795539,0.776389,0.918449,0.73625,0.766595,0.551197,0.983299,0.735316,0.958908,0.594872,0.867111,0.563587,0.946252
